id,level,section,question_type,question,option_a,option_b,option_c,option_d,answer,explanation
Q0495,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

値段のわりに、（　　）。",少ない人数だ,買えない,高い,質がいい,D,正しい読みは「質がいい」。N3重要語彙「Q0495」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0496,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は学生の（　　）、よく働いている。",とおりに,うちに,くせに,たびに,C,正しい読みは「くせに」。N3重要語彙「Q0496」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0497,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

言われた（　　）にやってください。",たびに,とおり,せい,うち,B,正しい読みは「とおり」。N3重要語彙「Q0497」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0498,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

駅へ行く（　　）に、この手紙を出してくれませんか。",最中,ついで,たびに,うち,B,正しい読みは「ついで」。N3重要語彙「Q0498」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0499,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

電話している（　　）に、誰かが来た。",とおり,たび,最中,せい,C,正しい読みは「最中」。N3重要語彙「Q0499」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0500,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この仕事は今日中に終わらせる（　　）になっている。",わけだけ,もの,はずだけ,こと,D,正しい読みは「こと」。N3重要語彙「Q0500」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0501,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

健康のために、甘いものを控える（　　）にした。",はず,わけ,もの,こと,D,正しい読みは「こと」。N3重要語彙「Q0501」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0502,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼が遅れる（　　）がない。いつも早い。",こと,はずだけ,もの,わけ,D,正しい読みは「わけ」。N3重要語彙「Q0502」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0503,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

行きたくない（　　）ではないが、今日は無理だ。",わけ,こと,はず,もの,A,正しい読みは「わけ」。N3重要語彙「Q0503」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0504,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この問題は難しくて、私には（　　）。",解くな,解けない,解いただけだ,解けるはずだ,B,正しい読みは「解けない」。N3重要語彙「Q0504」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0505,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は来月帰国する（　　）だ。",予定,予習,予定な,予約,A,正しい読みは「予定」。N3重要語彙「Q0505」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0506,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

窓を開け（　　）まま、出かけてしまった。",る,て,た,ないでな,C,正しい読みは「た」。N3重要語彙「Q0506」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0507,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この本は読め（　　）読むほど面白い。",のに,ても,たら,ば,D,正しい読みは「ば」。N3重要語彙「Q0507」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0508,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は忙しい（　　）で、返事が遅い。",こと,わけ,もの,はず,C,正しい読みは「もの」。N3重要語彙「Q0508」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0509,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この仕事、一人では（　　）そうもない。",する,でき,なる,ある,B,正しい読みは「でき」。N3重要語彙「Q0509」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0510,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は何も（　　）に帰ってしまった。",言わない,言わず,言わなかった,言わなくて,B,正しい読みは「言わず」。N3重要語彙「Q0510」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0511,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この問題については、後で（　　）ことにする。",話す,話し,話して,話した,A,正しい読みは「話す」。N3重要語彙「Q0511」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0512,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼女は歌手（　　）、俳優でもある。",だと,だったら,であり,でして,C,正しい読みは「であり」。N3重要語彙「Q0512」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0513,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

電車が遅れた（　　）、会議に間に合わなかった。",たびに,ついでに,ために,ように,C,正しい読みは「ために」。N3重要語彙「Q0513」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0514,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

忘れない（　　）に、メモしておこう。",よう,はず,わけ,そう,A,正しい読みは「よう」。N3重要語彙「Q0514」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0515,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は来ない（　　）だ。約束していない。",たい,そう,はず,がる,C,正しい読みは「はず」。N3重要語彙「Q0515」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0516,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この機械の使い方は、説明書を見れば（　　）。",わかる,わかりようがない、必ず,わかったことにする,わからない,A,正しい読みは「わかる」。N3重要語彙「Q0516」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0517,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

もっと早く（　　）よかった。",来れば,来るのに,来たらばに,来ても,A,正しい読みは「来れば」。N3重要語彙「Q0517」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0518,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼に連絡（　　）、返事がない。",しても,したらだけ,すれば,するのに,A,正しい読みは「しても」。N3重要語彙「Q0518」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0519,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この店は、安ければ（　　）ほど客が増える。",安さ,安く,安い,安くて,C,正しい読みは「安い」。N3重要語彙「Q0519」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0520,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼女は子どもを（　　）おいて、買い物に行った。",寝,寝て,寝させてあって寝,寝かせて,D,正しい読みは「寝かせて」。N3重要語彙「Q0520」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0521,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

この映画は、一度（　　）見る価値がある。",を,は,に,が,B,正しい読みは「は」。N3重要語彙「Q0521」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0522,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は忙しいと言っているが、本当は行きたくない（　　）だ。",ほど,だけ,より,まで,B,正しい読みは「だけ」。N3重要語彙「Q0522」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0523,N3,grammar,form,"（　　）に入る最もよいものを選びなさい。

こんなに込んでいる（　　）、予約したほうがよかった。",なら,のでだけ,のに,ても,A,正しい読みは「なら」。N3重要語彙「Q0523」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0524,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

彼は （　） ★ （　） （　） してくれる。

部品：1.来る　2.たびに　3.新しい　4.話を",来る,新しい,たびに,話を,C,正しい読みは「たびに」。N3重要語彙「Q0524」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0525,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

雨が （　） ★ （　） （　） ほうがいい。

部品：1.降らない　2.うちに　3.家へ　4.帰った",家へ,帰った,降らない,うちに,D,正しい読みは「うちに」。N3重要語彙「Q0525」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0526,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

この仕事は （　） （　） ★ （　） いる。

部品：1.今日中に　2.終わらせる　3.ことに　4.なって",終わらせる,ことに,今日中に,なって,B,正しい読みは「ことに」。N3重要語彙「Q0526」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0527,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

彼の （　） （　） ★ （　） 生まれた。

部品：1.説明が　2.わかりにくい　3.せいで　4.誤解が",誤解が,説明が,せいで,わかりにくい,C,正しい読みは「せいで」。N3重要語彙「Q0527」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0528,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

日本に （　） ★ （　） （　） 書いている。

部品：1.来て　2.以来　3.毎日　4.日記を",日記を,来て,以来,毎日,C,正しい読みは「以来」。N3重要語彙「Q0528」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0529,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

言われた ★ （　） （　） （　） 失敗した。

部品：1.とおりに　2.やら　3.なかった　4.ばかりに",やら,とおりに,ばかりに,なかった,B,正しい読みは「とおりに」。N3重要語彙「Q0529」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0530,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

子ども ★ （　） （　） （　） 思う。

部品：1.にしては　2.よく　3.考えている　4.と",と,よく,考えている,にしては,D,正しい読みは「にしては」。N3重要語彙「Q0530」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0531,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

彼女は （　） ★ （　） （　） 。

部品：1.忙しい　2.にもかかわらず　3.手伝って　4.くれた",手伝って,にもかかわらず,くれた,忙しい,B,正しい読みは「にもかかわらず」。N3重要語彙「Q0531」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0532,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

忘れない ★ （　） （　） （　） 。

部品：1.ように　2.名前を　3.メモして　4.おこう",おこう,ように,メモして,名前を,B,正しい読みは「ように」。N3重要語彙「Q0532」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0533,N3,grammar,order,"正しい文になるように並べ替えたとき、★に入るものを選びなさい。

この本は （　） （　） ★ （　） 。

部品：1.読めば　2.読む　3.ほど　4.面白い",読む,ほど,面白い,読めば,B,正しい読みは「ほど」。N3重要語彙「Q0533」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0534,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

彼は経験が浅い。（　　）、今回の仕事はうまくいった。",それでは,それで,それでも,それに,C,正しい読みは「それでも」。N3重要語彙「Q0534」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0535,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

説明をよく聞いた。（　　）理解できなかった。",それに,そして,それで,しかし,D,正しい読みは「しかし」。N3重要語彙「Q0535」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0536,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

この店は安い。（　　）味も悪くない。",それでは,ところが,そのうえ,それでも,C,正しい読みは「そのうえ」。N3重要語彙「Q0536」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0537,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

電車が遅れた。（　　）会議に遅れた。",それに,ところが,そのため,それでも,C,正しい読みは「そのため」。N3重要語彙「Q0537」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0538,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

彼は約束した。（　　）来なかった。",それに,そして,それで,ところが,D,正しい読みは「ところが」。N3重要語彙「Q0538」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0539,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

まずは問題を整理しよう。（　　）対策を考えよう。",それでも,ところが,それから,それにしても,C,正しい読みは「それから」。N3重要語彙「Q0539」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0540,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

天気はよかった。（　　）風が強かった。",それでは,それに,ただし,それで,C,正しい読みは「ただし」。N3重要語彙「Q0540」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0541,N3,grammar,cloze,"次の文章の（　　）に入る最もよいものを選びなさい。

彼は努力した。（　　）結果は出なかった。",だが,そして,それで,それに,A,正しい読みは「だが」。N3重要語彙「Q0541」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0542,N3,reading,short,"【読解】
最近、私の町では自転車のマナーが問題になっている。歩道を速く走ったり、夜にライトをつけなかったりする人がいる。市は来月から、違反した人に注意するキャンペーンを始めるそうだ。私は罰則よりも、学校で教えるほうが効果があると思う。

【質問】筆者の考えに最も近いものはどれですか。",キャンペーンは無意味だ,学校でマナーを教えるほうがよい,罰則を厳しくすべきだ,自転車は禁止すべきだ,B,正しい読みは「学校でマナーを教えるほうがよい」。N3重要語彙「Q0542」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0543,N3,reading,short,"【読解】
田中様
先日はお忙しい中、面接のお時間をいただきありがとうございました。ぜひ御社で働かせていただきたく、ご連絡いたしました。結果は来週中にご連絡くださるとのことでしたので、お待ちしております。
山田

【質問】このメールの主な目的は何ですか。",面接のお礼と就職の意思を伝える,仕事を断る,面接の日程を決める,結果を今すぐ知らせてほしい,A,正しい読みは「面接のお礼と就職の意思を伝える」。N3重要語彙「Q0543」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0544,N3,reading,short,"【読解】
このアプリは、毎日短い日本語の記事が届く。読めなかった単語はタップすると意味が出る。ただし、意味は英語だけなので、英語が苦手な人には向かないかもしれない。私は英語が読めるので、通勤時間に使っている。

【質問】このアプリの欠点は何ですか。",記事が長すぎる,単語がタップできない,通勤中に使えない,単語の意味が英語だけ,D,正しい読みは「単語の意味が英語だけ」。N3重要語彙「Q0544」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0545,N3,reading,short,"【読解】
店長から：来月から営業時間が変わります。平日は午後8時まで、土日は午後9時までです。ただし祝日は午後7時までです。初日は準備のため、午前中は休業します。

【質問】祝日の営業について正しいものはどれですか。",午後7時まで,午後8時まで,午前中も開く,午後9時まで,A,正しい読みは「午後7時まで」。N3重要語彙「Q0545」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0546,N3,reading,short,"【読解】
彼は有名な料理人になりたかったが、最初の店では皿洗いまばかりだった。やめようと思った夜、店長が「基礎ができないと、いつまでも一人前になれない」と言った。今の彼は、その言葉の意味がよくわかるという。

【質問】店長の言葉の意味に最も近いものはどれですか。",有名になるな,皿洗いは一生続く,基本を身につけないと上達しない,今すぐやめろ,C,正しい読みは「基本を身につけないと上達しない」。N3重要語彙「Q0546」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0547,N3,reading,mid,"【読解】
私は三年前に日本へ来た。最初の一年は語学学校に通い、その後専門学校でデザインを学んだ。卒業後、小さな会社に就職したが、仕事の日本語が想像以上に難しかった。特に、会議で自分の意見を短くまとめることができなかった。今は毎週、会社の先輩にプレゼンの練習を見てもらっている。まだ自信はないが、先月は初めて自分の案が採用された。あのときのうれしさは、今も忘れられない。

【質問】筆者が今も続けていることは何ですか。",先輩にプレゼンの練習を見てもらう,専門学校で学ぶ,就職活動をする,語学学校に通う,A,正しい読みは「先輩にプレゼンの練習を見てもらう」。N3重要語彙「Q0547」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0548,N3,reading,mid,"【読解】
私は三年前に日本へ来た。最初の一年は語学学校に通い、その後専門学校でデザインを学んだ。卒業後、小さな会社に就職したが、仕事の日本語が想像以上に難しかった。特に、会議で自分の意見を短くまとめることができなかった。今は毎週、会社の先輩にプレゼンの練習を見てもらっている。まだ自信はないが、先月は初めて自分の案が採用された。あのときのうれしさは、今も忘れられない。

【質問】筆者が一番うれしかったことは何ですか。",自分の案が採用されたこと,語学学校を卒業したこと,日本へ来たこと,会議で長く話せたこと,A,正しい読みは「自分の案が採用されたこと」。N3重要語彙「Q0548」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0549,N3,reading,mid,"【読解】
私は三年前に日本へ来た。最初の一年は語学学校に通い、その後専門学校でデザインを学んだ。卒業後、小さな会社に就職したが、仕事の日本語が想像以上に難しかった。特に、会議で自分の意見を短くまとめることができなかった。今は毎週、会社の先輩にプレゼンの練習を見てもらっている。まだ自信はないが、先月は初めて自分の案が採用された。あのときのうれしさは、今も忘れられない。

【質問】就職してすぐ困ったことは何ですか。",会議で意見を短くまとめられなかった,デザインが下手だった,日本語を全く知らなかった,先輩がいなかった,A,正しい読みは「会議で意見を短くまとめられなかった」。N3重要語彙「Q0549」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0550,N3,reading,info,"【情報検索】
【市民文化センター講座】
A 写真入門　土曜 13:00-15:00　定員15　材料費2,000円
B 会話日本語　火曜 19:00-20:30　定員20　教材費1,000円
C 料理（和食）　日曜 10:00-12:00　定員10　材料費3,000円　※アレルギーの方は事前連絡
申込：ウェブのみ　締切：開始一週間前　キャンセル：3日前まで無料

【質問】夜しか暇がない人に向いている講座はどれですか。",全部,A 写真入門,B 会話日本語,C 料理,C,正しい読みは「B 会話日本語」。N3重要語彙「Q0550」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0551,N3,reading,info,"【情報検索】
【市民文化センター講座】
A 写真入門　土曜 13:00-15:00　定員15　材料費2,000円
B 会話日本語　火曜 19:00-20:30　定員20　教材費1,000円
C 料理（和食）　日曜 10:00-12:00　定員10　材料費3,000円　※アレルギーの方は事前連絡
申込：ウェブのみ　締切：開始一週間前　キャンセル：3日前まで無料

【質問】卵アレルギーの人が料理講座に申し込むとき、どうしますか。",写真講座に変える,事前に連絡する,材料費を払わない,申し込めない,B,正しい読みは「事前に連絡する」。N3重要語彙「Q0551」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0552,N3,reading,info,"【情報検索】
【市民文化センター講座】
A 写真入門　土曜 13:00-15:00　定員15　材料費2,000円
B 会話日本語　火曜 19:00-20:30　定員20　教材費1,000円
C 料理（和食）　日曜 10:00-12:00　定員10　材料費3,000円　※アレルギーの方は事前連絡
申込：ウェブのみ　締切：開始一週間前　キャンセル：3日前まで無料

【質問】キャンセル料がかからないのはいつまでですか。",3日前まで,一週間前まで,申込後すぐは不可,当日,A,正しい読みは「3日前まで」。N3重要語彙「Q0552」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0553,N3,listening,task,"【聴解】スクリプトを読んで答えなさい。

男：資料、もう送った？
女：まだ。グラフを直してからにしようと思って。
男：部長が急いでるって。とりあえず今のまま送って、後で訂正すれば？
女：わかった。今送る。

【質問】女の人はこれから何をしますか。",グラフを直してから送る,部長に電話する,今の資料を送る,送らない,C,正しい読みは「今の資料を送る」。N3重要語彙「Q0553」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0554,N3,listening,task,"【聴解】スクリプトを読んで答えなさい。

女：次の快速、7分後だよ。
男：快速は止まらない駅なんだ。
女：じゃあ各駅停車。12分後。
男：間に合うなら快速の方がいいんだけどな。各駅で行くよ。

【質問】男の人はどの電車に乗りますか。",次の次の快速,各駅停車,タクシー,快速,B,正しい読みは「各駅停車」。N3重要語彙「Q0554」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0555,N3,listening,task,"【聴解】スクリプトを読んで答えなさい。

男：社食、今日は込んでるね。
女：外のそば屋は？
男：火曜日定休だよ。
女：じゃあコンビニで買って、公園で食べない？
男：それにしよう。

【質問】二人はどこで昼ごはんを食べますか。",会議室,社食,そば屋,公園,D,正しい読みは「公園」。N3重要語彙「Q0555」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0556,N3,listening,task,"【聴解】スクリプトを読んで答えなさい。

男：締め切り金曜だよね。
女：先生が木曜までって言ってた。
男：え、変わったの？
女：グループだけ木曜。個人は金曜のまま。私は個人だから金曜。

【質問】女の人はレポートをいつ出しますか。",金曜日,木曜日,来週,今日,A,正しい読みは「金曜日」。N3重要語彙「Q0556」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0557,N3,listening,task,"【聴解】スクリプトを読んで答えなさい。

女：明日の発表、パソコンは会議室にあるから。
男：ケーブルは？
女：それだけ持ってきて。資料は私が印刷する。
男：了解。

【質問】男の人は何を持っていきますか。",パソコン,ケーブル,何も持っていかない,資料,B,正しい読みは「ケーブル」。N3重要語彙「Q0557」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0558,N3,listening,point,"【聴解】スクリプトを読んで答えなさい。

男：この案、予算オーバーだよ。
女：人数を減らせばいけると思う。中身を変える必要はないよ。
男：本当に？
女：うん。規模を小さくすれば十分だと思う。

【質問】女の人が言いたいことは何ですか。",案の中身を全部変える,予算を増やすべきだ,この案はやめる,規模を小さくすれば予算内に収まる,D,正しい読みは「規模を小さくすれば予算内に収まる」。N3重要語彙「Q0558」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0559,N3,listening,point,"【聴解】スクリプトを読んで答えなさい。

女：金曜の会議、延期したいって？
男：資料がまだ揃ってないんだ。無理にやると決まった話が二度手間になる。
女：来週なら？
男：火曜にしてほしい。

【質問】男の人が会議を延期したい理由は何ですか。",金曜は休みだから,資料が揃っていない,来週全部無理だから,二度手間が好きだから,B,正しい読みは「資料が揃っていない」。N3重要語彙「Q0559」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0560,N3,listening,point,"【聴解】スクリプトを読んで答えなさい。

男：駅前のカフェ、行った？
女：コーヒーは普通。でも席が広くて、仕事はしやすい。
男：また行く？
女：仕事のときはね。友達と話すなら別の店かな。

【質問】女の人は新しい店についてどう思っていますか。",コーヒーが最高,仕事には向くが、おしゃべりには向かない,二度と行かない,友達と行くのに最適,B,正しい読みは「仕事には向くが、おしゃべりには向かない」。N3重要語彙「Q0560」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0561,N3,listening,point,"【聴解】スクリプトを読んで答えなさい。

女：駅近に引っ越すんだって？家賃上がるんでしょ。
男：通勤が片道90分で限界なんだ。お金より時間がほしくて。
女：わかる。

【質問】男の人が引っ越しを決めた一番の理由は何ですか。",友達が近いから,通勤時間を短くしたい,家賃を下げたい,駅が好きだから,B,正しい読みは「通勤時間を短くしたい」。N3重要語彙「Q0561」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0562,N3,listening,gist,"【聴解】スクリプトを読んで答えなさい。

男：最近、在宅が増えて、逆に会社にいる時間が貴重になった。会って話すと早い案件もある。全部リモートがいいとは限らないと思う。

【質問】男の人は何について話していますか。",給料の話,在宅の廃止,在宅と出社の使い分け,引っ越しの話,C,正しい読みは「在宅と出社の使い分け」。N3重要語彙「Q0562」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0563,N3,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：会議で自分の番なのに、名前を間違えて呼ばれました。訂正します。

【質問】女の人は何と言いますか。",お帰りなさい。,すみません、名前が違います。,どうぞよろしく。,いただきます。,B,正しい読みは「すみません、名前が違います。」。N3重要語彙「Q0563」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0564,N3,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：電車で席を譲ろうとしたら、相手は「大丈夫です」と言いました。

【質問】男の人は何と言いますか。",すみません、降りります。,そうですか。,ありがとう。,座ってください。,B,正しい読みは「そうですか。」。N3重要語彙「Q0564」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0565,N3,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：店で注文した料理と違うものが出てきました。

【質問】女の人は何と言いますか。",おいしいです。,お会計お願いします。,すみません、これ、注文と違うんですが。,メニューをください、最初に。,C,正しい読みは「すみません、これ、注文と違うんですが。」。N3重要語彙「Q0565」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0566,N3,listening,response,"【聴解・即時応答】正しい返事を選びなさい。

この仕事、今日中は無理だと思います。",無理です、はい。,今日中ですね、わかりました、無理なのに。,今日中に終わらせましょうか、あなたが。,じゃあ、明日までにしてもいいですか。,D,正しい読みは「じゃあ、明日までにしてもいいですか。」。N3重要語彙「Q0566」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0567,N3,listening,response,"【聴解・即時応答】正しい返事を選びなさい。

少し早めに来ていただけますか。",早めに来てください。,何時ごろがいいですか。,早めでした。,来ません。,B,正しい読みは「何時ごろがいいですか。」。N3重要語彙「Q0567」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0568,N3,listening,response,"【聴解・即時応答】正しい返事を選びなさい。

この案で進めてもよろしいでしょうか。",ええ、お願いできますか。,案ではありません。,よろしいでしょうか。,進めてください、私は反対です。,A,正しい読みは「ええ、お願いできますか。」。N3重要語彙「Q0568」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0569,N3,listening,response,"【聴解・即時応答】正しい返事を選びなさい。

資料、もう見ていただけましたか。",見ないでください。,見ましょうか。,すみません、まだです。,見てください。,C,正しい読みは「すみません、まだです。」。N3重要語彙「Q0569」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0570,N3,listening,response,"【聴解・即時応答】正しい返事を選びなさい。

駅まで送ってあげようか。",いいの？助かる。,送ってください、あなたを。,駅です。,送らないで。必ず。,A,正しい読みは「いいの？助かる。」。N3重要語彙「Q0570」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0571,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［湿度］",ふもと,しつど,べつべつ,じづど,B,「湿度」の読みは「しつど」。 意味: level of humidity。
Q0572,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［分量］",ぶんりよう,ぶんりょう,ぶぬりょう,ぶんょう,B,「分量」の読みは「ぶんりょう」。 意味: amount。
Q0573,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［歯車］",はぐる,はぐるま,ばぐるま,はぐま,B,「歯車」の読みは「はぐるま」。 意味: gear。
Q0574,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［郵送］",ゆうそ,ゆうぞう,ゆうう,ゆうそう,D,「郵送」の読みは「ゆうそう」。 意味: mailing。
Q0575,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［売り上げ］",うりあげ,うりあ,うりげ,りあげ,A,「売り上げ」の読みは「うりあげ」。 意味: amount sold。
Q0576,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［比較的］",ひがくてき,ひかくてき,かくてき,びがぐでぎ,B,「比較的」の読みは「ひかくてき」。 意味: comparatively。
Q0577,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［税関］",ぜいかぬ,いかん,ぜいか,ぜいかん,D,「税関」の読みは「ぜいかん」。 意味: customs。
Q0578,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［省］",しよう,きごう,しょう,じょう,C,「省」の読みは「しょう」。 意味: kind of ministry。
Q0579,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［匂う］",げんど,かま,におう,てつづき,C,「匂う」の読みは「におう」。 意味: to be fragrant。
Q0580,N2,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［揉む］",でいり,やかん,もむ,じえい,C,「揉む」の読みは「もむ」。 意味: to rub。
